Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Afghanistan,AFG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,37.9388206159123,36.8630576799203,29.3911956273162,30.7879670650336,28.2897383137567,29.7989655280121,24.6938230129889,29.1359284351699,26.0782527819623,23.5779686892153,23.6436386470918,22.587453161034,22.009298022763,20.5469658803948,20.9658976104561
Albania,ALB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,35.9007899107974,39.2952951590215,51.6418702727331,54.6409764928012,53.6209806102615,55.8121447107506,35.1488526889007,30.1867024360462,27.0722161011123,24.385606827255,23.4986421224732,21.9482726271296,21.6003946824972,21.4685975065441,20.1807892883943,18.6108049934108,17.5296438165367,17.1285505934542,16.837088098923,16.7944019813011,17.9558556659906,18.2267655190053,18.7667988940703,19.5651755699076,19.9901534448586,19.7802182377971,19.9067237914091
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,10.3814320673053,9.22439306043879,11.2001526769671,11.2006862647703,9.23231639402002,9.54486094730282,10.8093382304174,8.72958782945165,11.4750035677096,11.1069753203455,8.39505870834107,9.74943045279238,9.22498638073472,9.8105530156137,9.44047161588671,7.69131219048114,7.5430776407323,7.57063112169223,6.58667750445662,9.34336655134035,8.46644185558123,8.11034735557068,8.77068803927155,9.85111793371892,10.2863995118628,11.5860331634814,12.295779686707
American Samoa,ASM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,0.487497832272485,0.459110473457676,0.406166343579803,0.444193487671749,0.442399275920114,0.405274295449163,0.382391576055206,0.399345781654627,0.442280559393527,0.434939370362639,0.499694105109431,0.534685932590804,0.612256498120194,0.577337772940781,0.496149201132471,0.47019470478715,0.492101388264151
Angola,AGO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,16.3907130467884,28.5714285714286,7.89473684210526,10.5442176870748,6.07580002949418,6.65321372200356,7.02686916586973,9.00201794169947,12.9111824086392,6.29025682837342,5.66468956353549,8.15637702246655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1.78073863835594,1.78030705814231,1.80268060947773,1.74543146848041,1.57653988014401,1.6430544737845,1.61543691276239,1.71897921396171,1.6666805751773,1.66763577643578,1.58953974311117,1.61272529904851,1.73029178870791,1.7495265852447,1.6099710563426,1.75781767310714,1.65320455132786,1.60765261113387,1.54931148778712,1.49670709252756,1.6276262253683,1.92552923109623,1.88087873969873,1.99815666348515,1.57067840155539,1.67455413108606,1.64237654071171
Argentina,ARG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,8.12367620787488,6.71649176009431,5.99078709147934,5.13682631298815,5.082640615289,5.35147321986538,5.61088150916912,5.22196688508805,5.25274859444737,4.45783939927272,4.67991713691322,4.56853311400305,10.2066670932241,10.3282172969824,8.36248661002826,7.93875427420939,6.93557229126392,7.45235394606923,7.3189545972436,5.27362346890139,7.13216745078964,6.99873377022519,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.35390413957503
Armenia,ARM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,15.9809183064997,23.6165139917179,28.4857667880976,49.2557622421718,43.4629669256674,40.6907728860082,34.7950476734458,29.4132416270924,30.8472489232151,26.9591171417191,23.2134790301107,25.5900022859538,23.4490301706817,21.5290414316945,22.5955260564584,19.0959225699412,18.7155789846042,18.2498628100602,16.3084468042341,16.9117957405199,16.9991486336913,20.3253482527647,17.9126819526397,18.4347628834968,18.0720363470662,17.2231200318056,16.39047353385
Aruba,ABW,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,0.503989920201596,0.50761421319797,0.48582995951417,0.437636761487965,0.402549480040255,0.383292096465087,0.410021828071138,0.405263479447352,0.402353103702339,0.401312280100494,0.391614142234658,0.386578789694428,0.393591790404297,0.401578206610497,0.381582396385472,0.448459565982352,0.449380714888877,0.459125111592909,..,..,..,..,..
Australia,AUS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,4.20836077180926,3.18184778754231,3.05345860585789,3.26388011764494,3.3492792146725,3.02163306488302,3.39215957573839,3.24334448064168,3.03895445819312,3.06307992404014,3.12048409721287,3.50485125559406,3.94963544989475,2.88973156072483,3.06504769156548,2.88651894172911,2.72868148543917,2.20403724847831,2.34176520769526,2.2950770164873,2.20117483232352,2.28041060118694,2.25875200427579,2.28250934556895,2.22004842784952,2.37269674923708,2.4305798250667
Austria,AUT,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,3.09711971941306,2.81128192983211,2.45333476066201,2.20444098153993,2.37154595460716,2.15859633228818,1.98247099499027,1.90548344310224,1.79334392378865,1.72221732211898,1.64730021298979,1.67070339573168,1.56277441149196,1.49193189790189,1.47647439267771,1.25939963482441,1.30318945861739,1.41639156023265,1.34222302680426,1.14681776764538,1.26732767225745,1.40191493427276,1.3485513899381,1.25472121594195,1.20094533574497,1.11155469352266,1.10158899771897
Azerbaijan,AZE,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,26.5006821282401,30.4827844311377,26.0596253189768,27.0954024012936,32.3476142409443,25.1757428062611,24.7592072135371,20.1274111225097,18.1490545308694,18.3990802843913,16.0852885695513,14.8355782978403,13.9547772843937,12.4259959420695,10.987890226604,9.1,7.1,6.7,5.6,6.1,5.5,5.1,5.13976950772418,5.3662644804235,5.3,6.2,5.6
"Bahamas, The",BHS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2.2085281111813,2.83373404132221,2.66301061434545,2.4612871927555,2.67508438171218,2.83414989792943,2.64691050152397,1.56181897428447,1.37855944927867,1.26759041993162,1.34464685685702,1.19862993112386,1.51331582811254,1.34722421080282,1.16175185996252,1.06443545271548,1.17042464776611,1.09339124571261,1.04313129393882,0.9096409923502,1.09749043162674,1.09230471329484,1.07271116086003,0.91459972147992,0.852399770016336,0.818330605564648,0.880156772645876
Bahrain,BHR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,0.949346076458752,0.882139770697701,0.909896999552172,0.851378305119419,0.86034198622614,0.862944478628011,..,..,..,..,..,..,..,..,..,..,..,0.29227169028013,0.264810510494668,0.337400301689204,0.297677228105778,0.290850277264325,0.275737043040234,0.274788371269985,0.299909668641636,0.315466038696712,0.333018732924105
Bangladesh,BGD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,30.489833096135,31.6770232352381,30.5175252361271,27.3210858173117,26.7255375508155,27.3043698025967,23.266208049769,23.2461437492233,22.5874157614312,22.6584111161909,22.7181480755923,21.8483405815259,20.5841344226366,19.8127182977042,19.2669595662859,18.5710395455964,18.0340165108542,17.8065367823955,17.5956955421992,17.1046290519632,17.0011812592919,16.8099867573503,16.1775631728154,15.4932779979784,15.3516208986344,14.7829974121953,14.0455478408371
Barbados,BRB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,3.42548224597616,3.48039337115113,3.44712696704085,3.24626412343579,2.44054634958053,3.1388064622486,3.26736755308184,2.61926122401217,1.95454388210468,2.28780825987917,1.95579048534358,2.07594693019749,1.85196870267542,1.9390201077912,1.6105396446,1.5549226387499,1.44350774737437,1.3528599060514,1.22848522996115,1.42195058693519,1.31789808703058,1.22508528395803,1.31755559612143,1.44173441734417,1.38010350776308,1.34485128104447,1.37998034907983
Belarus,BLR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,22.9468822170901,22.2222222222222,22.8260869565217,17.1573604060914,13.589613893104,15.766496709307,15.098598303786,13.4179320121037,12.0617636126188,12.7005575559539,12.0968271694147,10.3504297393613,10.1284322239778,8.63562770752199,8.85025144123636,8.51859080856531,8.57872759155765,8.30316995882275,8.66625369440669,8.37210114506316,8.89193022882009,8.00188774430829,8.13094268308472,6.80909244753712,7.30305697730942,6.2832075832437,6.89528062433517
Belgium,BEL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,1.30032823636042,1.32100041492546,1.33000720896301,1.24594011845301,1.06802715517594,1.16794850942213,1.10365990389347,1.02666605105482,1.02453150955379,1.01670244263013,0.836969726544943,0.903379975822111,0.884998368205389,0.707919062524801,0.649461797098524,0.76242021032565,0.643909109397549,0.784515926576535,0.687975066511223,0.649330197791123,0.68339383924317,0.61749191345839
Belize,BLZ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,17.3707783561312,15.864865761267,15.9614259132512,15.1129772580827,15.0726409655139,15.9332386665987,15.8078127324076,15.4251393080405,14.7630572729788,15.5574883516471,14.649289253598,13.1023124568308,12.6857986502305,14.4947154057601,14.3324426865738,13.3074178044593,12.7238950753186,11.5317811447222,10.9761792701237,11.2110316167551,11.4966647840947,11.4451149343351,13.0633117071381,13.4427331808711,13.4686556870281,12.573300559394,10.5937804154479
Benin,BEN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,34.6549453638938,35.0437734981583,33.9419041358772,34.1194607988571,32.2939945673508,33.0901595921974,35.7053003917894,35.7819301606788,36.5766497896743,23.1809673328905,22.8897878854144,22.9500687127806,23.8703616721466,22.8081769318883,24.7550866616428,24.7138684979083,25.2370857971661,24.2747291156938,23.9691931999624,23.7676056338028,22.7362261746133,22.8438923844652,22.303644794695,21.3456820141022,21.4647359099906,22.4927607161793,23.2404164298103
Bermuda,BMU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,0.8,0.8,0.7,0.7,0.668952155022428,0.692327610262023,0.795458124345352,0.821851057858248,0.844158464897229,0.80164153178958,0.856786815800162,0.767576447214679,0.790533047197938,0.740341052546011,0.748048451939571,0.788755291832432,0.740816720502274,0.745266617746528,..,..,..
Bhutan,BTN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,34.377694657731,32.8829450867268,33.4248240059694,31.3958143617363,33.427374034777,30.8449883892223,30.1659344985922,30.014051595212,28.4950899613891,26.3332544876373,26.8011997099075,25.572523839795,25.5180889976778,24.3880169418653,23.9753086876433,22.3371860268566,21.4074885307081,18.6711745784718,18.4097893833114,18.2268567975041,16.7977019738748,16.3253270158917,15.9646188419033,16.1038694836893,16.7718146517904,16.7408901441806,16.5224756460112
Bolivia,BOL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,15.3535978702771,15.5420975648919,14.4042024881796,14.6479641067455,15.2442859478291,14.8592993724568,14.1846793081971,14.9182595102962,12.6254321496117,13.2579923550822,12.9658126794824,13.2556528239734,12.9551189217211,13.4272368695181,13.3223838016062,11.7927212046632,10.9375478724039,10.0111560928617,10.4424044642439,11.1524077966596,10.3899053384135,9.76958569534716,9.81216162670164,9.96697936832877,9.74021737080982,10.239494241516,11.1718754576911
Bosnia and Herzegovina,BIH,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,35.8533228470311,20.6999985084032,20.7000003100819,17.5180457264676,15.9604100187793,13.2630015869581,8.90345408434534,8.86766042228114,8.2741442740916,7.34119968328698,8.85356202917856,8.28684516484434,8.04653533098051,7.69894823164915,7.20726994008071,7.07659973256469,6.79676008073029,6.75774577677582,6.13767226957092,6.84139000642076,5.95105909598808,6.23886444921923,6.37022564342162
Botswana,BWA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,4.52615085751558,4.37689552426058,4.63278501125985,4.52119256312185,3.75614363423294,4.63772094370987,3.69099404898572,3.54270561660428,3.16686425607587,2.99076549401847,2.79469978903454,2.59029062025391,2.4256159925616,2.72238695522266,2.25958534959102,1.82838052405033,2.04836470787057,2.24073265612135,2.5260182420658,2.81908186766969,2.48803777286565,2.45792996147766,2.64647406191655,2.29852887640158,2.08768386271437,2.20072912344984,2.0494299453247
Brazil,BRA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,6.87330085891951,6.78880668811996,6.77995215917154,6.56356958504316,8.53641105265961,5.01166646465693,4.76841121077967,4.68504702949228,4.7500447835131,4.64598154008681,4.75045997570861,4.80104301642181,5.47527489339298,6.1671843856504,5.66531157603221,4.65116884415235,4.37004389474886,4.41691531634407,4.56785125720661,4.4767740290855,4.11575648758173,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89138608590072
British Virgin Islands,VGB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,0.966141670584548,1.02205316653636,0.96520909757887,1.07733343382575,1.19870895402851,1.16152757078987,1.12211285179537,1.22734352727744,1.41028318584071,1.23498012055919,1.02441349174926,1.13456723618635,1.09356960801094,1.22219651944208,1.12745345314218,0.946593335407581,0.706141842882068,0.689655172413793,0.635849768848754,0.908956973474342,0.733012306046014,0.575033257520491,0.655379574003277,0.684659216396484,0.86319909894939,1.10248621892226,1.20365490995634
Bulgaria,BGR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,17.7459650235952,15.3905674281503,11.6180278884462,9.9344262295082,11.4916286149163,13.0591140748774,11.580483736447,20.5973850100107,13.7560645121213,13.0595687885838,11.0361431978172,10.6588631264024,9.76301684306429,9.10759502375078,8.45686096110198,7.28846970054232,6.11769082904446,4.64995115340981,5.8770491465297,4.23835288733851,4.15874272615295,4.5951708168749,4.55955724252929,4.59526008901481,4.56578819933927,4.13673842429771,4.05482211284618
Burkina Faso,BFA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,27.9500222744042,29.793265328148,28.8098112792292,30.2310515664871,32.9477702743622,33.2172170930601,36.3791732658042,33.7387786954986,36.5635560806964,30.5814192045879,30.7893108268158,36.1842618707971,35.7803478556659,34.3655509094651,31.6158431505716,35.2934419146215,33.9587366023179,29.9354933736959,37.0049682934775,32.3929117019573,32.5402562432393,30.7910247608749,31.4834039635981,31.666159244495,31.3640113158314,30.2716660727511,29.0131868931726
Burundi,BDI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,51.0568501841364,48.5979103153404,48.0045217057559,47.1698116933114,40.7323254524442,42.0226931283613,53.3809215127328,42.4218641481914,44.538704047976,47.6353041282389,44.1070401093686,43.8431420582797,43.3336112421252,42.8412837005394,41.9026049689034,40.8474015226746,40.6428953195388,34.3534864699066,37.2389973311005,36.9963597591488,36.9688738454878,36.9017589012506,37.0693406311999,36.313320971046,35.6701089613444,37.0741241940996,36.3588033381934
Cabo Verde,CPV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,14.3907045302362,13.3930068058835,11.7942002453434,10.136426067162,12.8589530313294,13.6805684818152,12.4484810722718,11.6806517652532,10.9472496429063,13.6433699432316,12.8717827032774,11.4157660193474,10.3514712488974,10.1436982527383,9.86346771915503,9.00118732269349,8.3187121345924,8.51773765164987,7.7518645534844,8.31904609468959,7.98977731397574,7.84317607257896,8.44654444054803,8.27906804211208,8.01576748495245,8.7436959845919,8.46161277257287
Cambodia,KHM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,45.294382181641,45.5577095437597,47.7245602129901,44.4630795625178,44.4472126765957,44.4799589645189,40.9038529945708,35.68562535046,34.3203002556208,31.1290434829208,31.9708220474679,29.3897576439277,30.7100575859259,30.0587619242942,29.6965419396994,32.7510577693573,33.4907175232552,33.8766787567437,34.5573140316467,33.5196036107247,31.595062429272,28.8713035293412,26.5803600137747,24.7426644196582
Cameroon,CMR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.9948703358418,24.2590264744828,26.5796651782489,15.1624603803602,16.8947068818842,17.8661970950507,17.6884956521432,18.1800970942825,17.5925474201828,18.323510373267,16.7364639372229,17.4293320966842,16.4516776940534,15.9076105836933,15.5483700771711,14.0835665802987,13.2402405473326,13.1789379330715,13.0957244952834,13.6570609381547,14.0676569950709,13.4796522667294,13.7215245792943,13.8988992120781,14.2261968088339,14.772472349771,15.3299293378697
Canada,CAN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.40702572302311,1.59765457919092,1.37593987360953,1.33166399038343,1.60566397841261,1.64729362609776,1.72529369728679,1.42479574711835,..,..
Cayman Islands,CYM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.252791338899289,0.268605825596179,0.282316132022338,0.330867690841556,0.333062872241292,0.340817111757108,0.344416341953558,..,..,..,..
Central African Republic,CAF,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,45.2677467463767,43.0494612254772,43.9317355367478,43.844431004438,42.8070828819068,44.0648770981329,50.1604149451641,51.4164189494109,51.5398215822094,48.3097672849586,49.5006130902982,51.0257074334392,50.9002168100171,54.2691755918953,52.6091110432886,52.1892046678839,52.5563922573008,51.1802671379951,52.5579825883517,51.0844277352746,50.2888287035343,51.5855251156097,50.7499363542639,43.7725590750594,40.5943139111028,39.9980533860561,40.4735416380485
Chad,TCD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,27.8887351036294,35.5077491119842,34.3244389418211,31.3718947758342,37.21826976679,35.0586945912654,37.5479187516185,38.3446636603636,39.0049466452227,38.0688010842374,40.7050940296883,40.2954383018479,37.9029523981677,32.2860233752899,22.8971762264507,53.8141243497039,55.7719204399754,54.6732549751382,54.5898348030162,46.5493926342762,51.9456230241815,51.1962001303935,54.8998138086533,50.0451924787261,50.6475765600384,50.2129866597865,49.4528502215433
Channel Islands,CHI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,7.5423533139546,8.47706241496136,8.38810341605635,7.24751378686643,6.70086579400839,6.21821224697224,5.44562551987907,5.4372012128894,5.70429084371959,5.63693415923721,5.37791872378184,4.40892779239936,4.43525529304084,4.4550676811589,4.06381132016275,4.13388036014556,3.87711013989053,3.71050110018044,3.71072394497772,3.74118159285523,3.61588964467582,3.67120659392567,3.30478097611631,3.38186805064519,3.92812842706416,3.76087602425113,4.02577334337026
China,CHN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,26.5843081183771,24.0340673864157,21.3288613754466,19.3074684032255,19.4742827282163,19.596519610246,19.325485548039,17.8952767359584,17.1590347601611,16.0647884668303,14.6762416552997,13.9834613523738,13.3014877128561,12.3489989653686,12.9166481669765,11.6414956027145,10.6257605277639,10.2829969681319,10.2508986328991,9.78618898134402,9.53019294093058,9.43451606248288,9.41993615797438,9.29518965196507,9.05992241632572,8.83272400747757,8.56294266093139
Colombia,COL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,16.2352985610824,17.0244586274373,15.4807903292151,13.5587851210003,14.8315378667055,14.0180659651442,12.768819026019,12.6064711492187,13.2357896548033,13.0007715171454,8.3057195333068,8.32097267667621,8.51000517684848,8.32877416512145,7.91098316231374,7.7255729724009,7.36367472609912,7.11853240293965,6.86625549119222,6.86261882068059,6.50200761941115,6.24655182982897,5.78872094423702,5.59467527660215,5.66371447629992,6.04207118121584,6.67148294662814
Comoros,COM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,41.42110056703,39.6581933074824,39.510062732408,39.1105691928395,37.616837532805,40.8918121918629,40.8913063144563,40.8935226073283,40.9294565753439,40.9497771983421,38.896203906511,40.8915481434345,41.0916421150566,41.091870379538,41.088447529779,41.2245112494702,40.9722222222222,40.8316044145131,42.5636180469786,42.5939393939394,39.5740297174407,38.78690025785,36.8680861187106,35.8962688529032,34.5263318577123,33.5835896583137,..
"Congo, Dem. Rep.",COD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,30.1499159231409,40,49.1525423728814,51.3001485884101,56.5440280393599,56.5439892558885,33.2619815378394,47.50000059375,46.4999674321061,52.3661649268665,31.9723582652415,32.8709040200447,26.5837793204992,26.0538388066067,23.8793594908244,21.5793822469407,21.2100606488187,21.602205301192,22.618679764393,23.6746666960423,21.4284911226138,20.9170760131289,20.4410607056781,19.3166676270676,18.5625173135672,18.3703885045717,18.5997536402627
"Congo, Rep.",COG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,12.8608923884514,11.317809288409,11.527563111798,11.2485199315879,10.3139378639195,10.4525658019315,8.98668923597753,9.13919008630228,10.9555690809495,8.35575795211481,5.30425299890949,5.79993165063711,6.26158012257114,6.27522393936411,5.50940630344491,4.54418039679821,3.96032256468609,4.32729847263475,3.67695948934654,4.50589047927157,3.83040701153664,3.38311330102814,3.92577410648846,4.36216603194666,4.83428437081017,7.24349588505798,8.72903676484043
Costa Rica,CRI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,11.0903037918515,11.9899997789679,11.9496107525654,11.8847468807105,12.3839303275915,12.8302909666158,12.1651387103192,12.5653794110573,12.6809185096311,11.1560577034253,9.2884888167144,8.41261056472395,8.46554972670621,8.87901998688238,8.89141266458193,8.66216645031011,8.47190439405722,7.95696170530072,7.01999374338291,7.09192210826637,6.58717809984349,5.83847603297346,5.40932984042143,5.04354220118168,5.12480170383165,4.9566768924467,5.19176920700999
Cote d'Ivoire,CIV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,32.4984276683643,33.2939429328014,34.0096869237108,28.2152062734036,25.2636305085389,24.727605801392,24.6026209275338,23.3194326217915,24.1770033487033,23.2029349029682,24.9891157136593,25.9264522806657,27.2700503866236,28.7808550210528,23.5897597153266,22.593246265572,22.6252128834965,21.9948063744221,22.6770458073532,21.2002180834824,24.5294275579256,26.6908494054447,22.5325571860508,20.9786259127829,21.051436735908,22.735623257338,20.9363478968684
Croatia,HRV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,5.98727737671106,5.87738486014733,5.50087952576763,5.70428024611851,5.81172337162282,5.33297406601758,5.3422690152575,5.25692301746261,4.33138358508527,4.67897786892784,4.23441195302582,4.34975133537052,4.11106000434364,4.23117384989286,4.35797012381937,4.16012944491903,4.01341998523968,3.7930752285261,3.70528940109966,3.50087286349942,3.52357890699904,3.42615686442861
Cuba,CUB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,13.0405490537015,12.775946796913,12.4266193793043,9.57115301865687,7.89980770160529,6.88329772311116,7.13346364315893,7.18672879658759,6.11742203999102,6.12417966962889,6.60125501383918,6.37956720450471,5.94572870305592,5.74521185921362,5.4744391801691,4.3636521197014,3.40501452330934,3.90810167923978,3.81703869500364,3.93041237113402,3.61428926750404,3.60487027105378,3.85009775638835,3.92492352361694,3.93770588957314,3.83575415916853,..
Curacao,CUW,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,6.8591767823588,6.19134855754697,5.72367756161448,5.61272712074519,5.06752181727584,4.77613512197048,4.57794676806084,3.92075301276414,4.33433488118001,3.89853246066913,3.64755425979916,3.86110368959484,3.78796656459489,3.35317059527324,3.08367831595864,2.73884249162189,2.27622080940494,2.02376215109999,2.09354940545091,1.98891477227086,2.10419959066297,2.18690290961984,1.9784809412151,2.01152118188584,1.82438841524716,1.84872055010709,1.80963933454452
